468;326.64
469;326.57
470;326.5
471;326.43
472;326.36
473;326.29
474;326.22
475;326.15
476;326.09
477;326.03
478;325.97
479;325.91
480;325.85
481;325.79
482;325.73
483;325.67
484;325.61
485;325.55
486;325.49
487;325.43
488;325.37
489;325.31
490;325.25
491;325.19
492;325.13
493;325.07
494;325.01
495;324.95
496;324.9
497;324.85
498;324.8
499;324.75
500;324.7
501;324.65
502;324.6
503;324.55
504;324.5
505;324.45
506;324.39
507;324.33
508;324.27
509;324.21
510;324.15
511;324.09
512;324.03
513;323.97
514;323.91
515;323.85
516;323.79
517;323.73
518;323.67
519;323.61
520;323.55
521;323.49
522;323.43
523;323.37
524;323.31
525;323.25
526;323.19
527;323.13
528;323.07
529;323.01
530;322.95
531;322.89
532;322.83
533;322.77
534;322.71
535;322.65
536;322.61
537;322.57
538;322.53
539;322.49
540;322.45
541;322.41
542;322.37
543;322.33
544;322.29
545;322.25
546;322.21
547;322.17
548;322.13
549;322.09
550;322.05
551;322.01
552;321.97
553;321.93
554;321.89
555;321.85
556;321.79
557;321.73
558;321.67
559;321.61
560;321.55
561;321.49
562;321.43
563;321.37
564;321.31
565;321.25
566;321.19
567;321.13
568;321.07
569;321.01
570;320.95
571;320.89
572;320.83
573;320.77
574;320.71
575;320.65
576;320.59
577;320.53
578;320.47
579;320.41
580;320.35
581;320.29
582;320.23
583;320.17
584;320.11
585;320.05
586;320
587;319.95
588;319.9
589;319.85
590;319.8
591;319.75
592;319.7
593;319.65
594;319.6
595;319.55
596;319.49
597;319.43
598;319.37
599;319.31
600;319.25
601;319.19
602;319.13
603;319.07
604;319.01
